product_id,title,subtitle,description,category,url,price,weight,images,consume_advice,ingredients,nutritional values,allergens,vegan,price per kilo,product_availability
the-hide-and-seek-box,HIDE-AND-SEEK BOX - 75% Dark & 45% Milk Chocolate,Pure Chocolate & Mendiant Chocolate,"Inside this playful and elegant box, you'll find eight hexa-birds to slip each into their packet (using the supplied pair of gloves) before hiding them inside or outside for an unforgettable Easter Flight. Ducks, geese, woodpeckers and peacocks in dark, milk and mendiant chocolate fly away: it's up to you to find them ! And don t forget, the early bird catches the worm, so hurry!",Easter chocolates,https://www.lechocolat-alainducasse.com/uk/the-hide-and-seek-box,£48.33,300g,"['https://www.lechocolat-alainducasse.com/uk/4074/the-hide-and-seek-box.jpg', 'https://www.lechocolat-alainducasse.com/uk/4192/the-hide-and-seek-box.jpg', 'https://www.lechocolat-alainducasse.com/uk/4076/the-hide-and-seek-box.jpg', 'https://www.lechocolat-alainducasse.com/uk/4112/the-hide-and-seek-box.jpg']",At its most delicious within 6 weeks of purchase,"Fèves de cacao (Equateur, Madagascar, Pérou, Sao Tomé, Sumba), sucre de canne, beurre de cacao, AMANDES (8%), NOISETTES (8%), LAIT en poudre, eau, émulsifiant: lécithine de tournesol, fleur de sel.","(pour 100g): Valeur énergétique: 2327kJ/560kcal; Matières grasses: 38g (dont acides gras saturés: 21g); Glucides: 38g (dont sucres: 33g); Protéines: 13g; Sel: 0,18g.","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,£161.11 / kg,Available in whole UK
oeuf-facette,FACETED EGG - 75% Dark & 45% Milk Chocolate,Almond & Hazelnut Praliné,"Under the creative eye and talented hands of our designers and chocolate makers, the Easter egg becomes a work of art, sculpted on one side with a multitude of hexagons, like the facets of a precious stone, and adorned on the other with our embossed signature. This exceptional creation in chocolate and almond-hazelnut pralin  offers a unique texture. A milk side and a dark side, you no longer have to choose one or the other!",Easter chocolates,https://www.lechocolat-alainducasse.com/uk/oeuf-facette,£35.00,200g,"['https://www.lechocolat-alainducasse.com/uk/4135/oeuf-facette.jpg', 'https://www.lechocolat-alainducasse.com/uk/4187/oeuf-facette.jpg']",At its most delicious within 6 weeks of purchase,"Sucre de canne, fèves de cacao (Equateur, Madagascar, Pérou, Sao Tomé), AMANDES (10%), NOISETTES (10%), LAIT en poudre, beurre de cacao, eau, fleur de sel, émulsifiant: lécithine de tournesol.","(pour 100g): Valeur énergétique: 2231kJ/536kcal; Matières grasses: 35g (dont acides gras saturés: 17g); Glucides: 40g (dont sucres: 35g); Protéines: 12g; Sel: 0,29g.","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,£175.00 / kg,Available in whole UK
4-easter-eggs-praline,4 Easter eggs - Praliné - 75% Dark & 45% Milk Chocolate,,"The birds have flown away, but not before leaving an unexpected and delicious Easter gift in their nest. Inside this lovely box: the promise of a wonderful pralin  tasting! 4 eggs in their shells, to be peeled to discover their recipe: almond, coconut, hazelnut and cocoa nibs, our old-fashioned pralin s are on parade!",Easter chocolates,https://www.lechocolat-alainducasse.com/uk/4-easter-eggs-praline,£28.33,200g,"['https://www.lechocolat-alainducasse.com/uk/4092/4-easter-eggs-praline.jpg', 'https://www.lechocolat-alainducasse.com/uk/4188/4-easter-eggs-praline.jpg', 'https://www.lechocolat-alainducasse.com/uk/2541/4-easter-eggs-praline.jpg']",At its most delicious within 4 weeks of purchase,"Almonds, Hazelnuts, Cocoa beans (Peru, Madagascar, Sao Tome, Ecuador), Cocoa butter, Coconut, Crêpe dentelle (Wheat, sugar, Butter (Milk), Sunflower oil, Milk (France), Barley malt, salt), water, Milk (France), Flower of salt, sunflower lecithin. May contain traces of eggs, peanuts, sesame and soy. Min 45% of cocoa.","(for 100g): Energy: 2497 kJ/602 kcal; Fat: 47g of which saturated fatty acids: 15g; carbohydrates: 27g of which sugar: 25g; Protein: 14g; Salt: 0,28g.","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,£160.00 / Kg,Available in whole UK
hexa-milk-chocolate-woodpecke,HEXA-WOODPECKER - 45% Milk Chocolate,Seeds Praliné,"Welcome to the elegant woodpecker and its sweet beak instead of a sweet tooth! Coated in Madagascar 45% milk chocolate, its singular pralin  is inspired by the seeds nibbled by our woodpecker friend. Sunflower seeds, pine nuts, raisins and pistachios offer a subtle blend of flavors for gourmets who never want to be bored.",Easter chocolates,https://www.lechocolat-alainducasse.com/uk/hexa-milk-chocolate-woodpecke,£14.17,65g,"['https://www.lechocolat-alainducasse.com/uk/4062/hexa-milk-chocolate-woodpecke.jpg', 'https://www.lechocolat-alainducasse.com/uk/4134/hexa-milk-chocolate-woodpecke.jpg']",At its most delicious within 6 weeks of purchase,"Beurre de cacao, sucre de canne, NOISETTES (12%), PISTACHES (12%), raisins de corinthe (12%), pignons de pin (9%), fèves de cacao (Madagascar), LAIT en poudre, graines de tournesol (3%), AMANDES (1,6%), eau, fleur de sel, émulsifiant: lécithine de tournesol.","(pour 100g): Valeur énergétique: 2547kJ/615kcal; Matières grasses: 51g (dont acides gras saturés: 18g); Glucides: 26g (dont sucres: 23g); Protéines: 10g; Sel: 0,10g.","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,£217.95 / kg,Available in whole UK
chick-milk-chocolate-bar,CHICK CHOCOLATE BAR - 45% Milk Chocolate,Guérande fleur de sel,"Can you hear the sweet chirping of our charming chicks flocks? Made from Madagascar 45% milk chocolate and sprinkled with Gu rande sea salt, this irresistible bar can be crunched endlessly. At coffee time, tea time, or even breakfast time, it brings everyone together around its slightly tangy notes.",Easter chocolates,https://www.lechocolat-alainducasse.com/uk/chick-milk-chocolate-bar,£10.83,75g,"['https://www.lechocolat-alainducasse.com/uk/4070/chick-milk-chocolate-bar.jpg', 'https://www.lechocolat-alainducasse.com/uk/4071/chick-milk-chocolate-bar.jpg']",At its most delicious within 6 weeks of purchase,"Sucre de canne, fèves de cacao (Madagascar), LAIT en poudre, beurre de cacao, fleur de sel, émulsifiant: lécithine de tournesol. Cacao: 45% min.","(pour 100g): Valeur énergétique: 2148kJ/515kcal; Matières grasses: 30g (dont acides gras saturés: 23g); Glucides: 46g (dont sucres: 42g); Protéines: 13g; Sel: 2,1g.","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,£144.44 / kg,Available in whole UK
the-dark-chocolate-chick,CHICK - 75% Dark Chocolate,,"With its refined, graphic lines, the smallest bird of our Easter Flight competes with the biggest through its unmatched charm. Made from Signature Blend 75% dark chocolate, our chick is so cute we could just eat it up!",Easter chocolates,https://www.lechocolat-alainducasse.com/uk/the-dark-chocolate-chick,£5.00,25g,"['https://www.lechocolat-alainducasse.com/uk/4068/the-dark-chocolate-chick.jpg', 'https://www.lechocolat-alainducasse.com/uk/4193/the-dark-chocolate-chick.jpg', 'https://www.lechocolat-alainducasse.com/uk/4069/the-dark-chocolate-chick.jpg']",At its most delicious within 6 weeks of purchase,"Fèves de cacao (Equateur, Madagascar, Pérou, Sao Tomé), sucre de canne, beurre de cacao, fleur de sel, émulsifiant: lécithine de tournesol. Cacao : 75% Min.","(pour 100g): Valeur énergétique: 2427kJ/585kcal; Matières grasses: 44g (dont acides gras saturés: 28g); Glucides: 34g (dont sucres: 25g); Protéines: 8,6g; Sel: 0,03g.","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",Yes,£200.00 / kg,Available in whole UK
peacock-milk-chocolate-box,PEACOCK CHOCOLATE BOX - 45% Milk Chocolate,24 Easter Treats & Praliné Pépites,"Featuring on one of our most splendid creations, the king of birds leads the way in our Easter Flight! This year, our Chocolate Box showcases a majestic peacock whose feather headdress shelters a real pralin  treasure. A playful & impressive creation: equipped with cotton gloves, it's up to you to put together the Madagascar 45% milk chocolate base and lid, without forgetting to hide the coconut pralin  bells and hazelnut & caramel pralin  p pites inside! Open, take a bite, close, spread your wings and take another bite!",Easter chocolates,https://www.lechocolat-alainducasse.com/uk/peacock-milk-chocolate-box,£55.00,440g,"['https://www.lechocolat-alainducasse.com/uk/4077/peacock-milk-chocolate-box.jpg', 'https://www.lechocolat-alainducasse.com/uk/4190/peacock-milk-chocolate-box.jpg', 'https://www.lechocolat-alainducasse.com/uk/4078/peacock-milk-chocolate-box.jpg']",At its most delicious within 6 weeks of purchase,"Sucre de canne, fèves de cacao (Madagascar), beurre de cacao, LAIT en poudre, NOISETTES (8%), AMANDES (4%), noix de coco râpée (3%), crème liquide (LAIT), eau, sirop de glucose, fleur de sel, émulsfiant: lécithine de tournesol, gousses de vanille (Madagascar).","(pour 100g): Valeur énergétique: 2364kJ/568kcal; Matières grasses: 40g (dont acides gras saturés: 21g); Glucides: 40g (dont sucres: 37g); Protéines: 10g; Sel: 0,32g.","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,£125.00 / kg,Available in whole UK
chick-dark-chocolate-bar,CHICK CHOCOLATE BAR - 75% Dark Chocolate,Guérande fleur de sel,"Can you hear the sweet chirping of our charming chicks flocks? Made from Signature Blend 75% dark chocolate and sprinkled with Gu rande sea salt, this irresistible bar can be crunched endlessly. At coffee time, tea time, or even breakfast time, it brings everyone together around its slightly tangy notes.",Easter chocolates,https://www.lechocolat-alainducasse.com/uk/chick-dark-chocolate-bar,£10.83,75g,"['https://www.lechocolat-alainducasse.com/uk/4072/chick-dark-chocolate-bar.jpg', 'https://www.lechocolat-alainducasse.com/uk/4073/chick-dark-chocolate-bar.jpg']",At its most delicious within 6 weeks of purchase,"Fèves de cacao (Equateur, Madagascar, Pérou, Sao Tomé), sucre de canne, beurre de cacao, fleur de sel, émulsifiant: lécithine de tournesol. Cacao: 75% min.","(pour 100g): Valeur énergétique: 2359kJ/569kcal; Matières grasses: 42g (dont acides gras saturés: 28g); Glucides: 34g (dont sucres: 25g); Protéines: 9,0g; Sel: 1,9g.","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",Yes,£144.44 / kg,Available in whole UK
77-size-150g,Easter Treats - 45% Milk Chocolate,,"Now iconic, our chocolate miniatures are irresistible: with their sleek lines, our bunnies, hens and eggs make very elegant and charming treats! The milk chocolate used is our Madagascar 45%, offering a deliciously melt-in-the-mouth texture with round, fruity notes.",Easter chocolates,https://www.lechocolat-alainducasse.com/uk/easter-treats-milk#/77-size-150g,£11.67,from 150g,"['https://www.lechocolat-alainducasse.com/uk/4108/easter-treats-milk.jpg', 'https://www.lechocolat-alainducasse.com/uk/4109/easter-treats-milk.jpg']",This product is best eaten within 12 months of purchase,"Sugar, powdered milk, cocoa butter, cocoa beans, emulsifier: non-GMO sunflower lecithin, vanilla pods, fleur de sel, almonds, shredded coconut, hazelnuts. Bell (coconut praliné), egg (almonds praliné), shellfish (hazelnut praliné). Cocoa : 45% minimum","For 100g: Energy 2284kJ/549kcal ; Fat: 37g (incl. Saturated fats: 22g) ; Carbohydrates: 42g (incl. saturated fats: 41g) ; Protein: 9,7g ; Salt: 0,32g","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,,Available in whole UK
the-chocolate-lamb,LAMB - 75% Dark & 45% Milk Chocolate,12 Praliné Easter Treats,"Here we say ""gentle as a chocolate Lamb""! Because there's nothing gentler and sweeter than this two-tone honeycomb pattern woolen coat that conceals delicious treats. Almond, hazelnut and coconut: our little eggs, shellfish and bells are unbelievingly tasty!",Easter chocolates,https://www.lechocolat-alainducasse.com/uk/the-chocolate-lamb,£34.17,300g,['https://www.lechocolat-alainducasse.com/uk/4081/the-chocolate-lamb.jpg'],At its most delicious within 6 weeks of purchase,"Fèves de cacao (Equateur, Madagascar, Pérou, Sao Tomé), sucre de canne, beurre de cacao, AMANDES (7%), LAIT en poudre, NOISETTES (4%), noix de coco râpée (2%), eau, fleur de sel, émulsifiant: lécithine de tournesol.","(pour 100g): Valeur énergétique: 2530kJ/609kcal; Matières grasses: 43g (dont acides gras saturés: 24g); Glucides: 40g (dont sucres: 35g); Protéines: 12g; Sel: 0,24g.","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,£113.89 / kg,City of London Area Only - This product is only available for courier delivery in London.
77-size-150g,Turned Easter Egg - 45% Milk Chocolate,6 to 19 Praliné Easter treats,"As if it never stopped spinning, this mysterious egg with its fascinating shape reflects the best of our chocolate makers  know-how and the skill of their hands. And discovering the delicious pralin  treats hidden inside will also make your head spin, with happiness of course!",Easter chocolates,https://www.lechocolat-alainducasse.com/uk/easter-egg-milk#/77-size-150g,£18.33,from 150g,"['https://www.lechocolat-alainducasse.com/uk/4173/easter-egg-milk.jpg', 'https://www.lechocolat-alainducasse.com/uk/4139/easter-egg-milk.jpg', 'https://www.lechocolat-alainducasse.com/uk/4106/easter-egg-milk.jpg']",At its most delicious within 6 weeks of purchase,"Sugar, powdered milk, cocoa butter, cocoa beans, emulsifier: non-GMO sunflower lecithin, vanilla pods, fleur de sel, almonds, shredded coconut, hazelnuts.Bell (coconut praliné), egg (almonds praliné), shellfish (hazelnut praliné). Cacao : 45% minimum","For 100g: Energy 2349kJ/565kcal ; Fat: 39g (incl. Saturated fats: 20g) ; Carbohydrates: 39g (incl. saturated fats: 38g) ; Protein: 11g ; Salt: 0,33g",,No,,City of London Area Only - This product is only available for courier delivery in London.
chocolate-egg-to-set,EGG TO SET - 75% Dark Chocolate,Almond & Hazelnut Praliné,"This year, our craftsmen have taken up the crazy challenge of creating an exceptional piece that can be assembled and disassembled! Ladies and gentlemen, here's the egg to set and its 8 chocolate discs, 7 of which are filled with smooth almond-hazelnut pralin . With your pair of cotton gloves, it's up to you to layer the discs and give shape to this architectural creation based on a clever balancing act.",Easter chocolates,https://www.lechocolat-alainducasse.com/uk/chocolate-egg-to-set,£62.50,320g,"['https://www.lechocolat-alainducasse.com/uk/4060/chocolate-egg-to-set.jpg', 'https://www.lechocolat-alainducasse.com/uk/4061/chocolate-egg-to-set.jpg']",At its most delicious within 6 weeks of purchase,"Fèves de cacao (Equateur, Madagascar, Pérou, Sao Tomé), sucre de canne, AMANDES (13%), NOISETTES (13%), beurre de cacao, eau, fleur de sel, émulsifiant: lécithine de tournesol.","(pour 100g): Valeur énergétique: 2320kJ/558kcal; Matières grasses: 40g (dont acides gras saturés: 19g); Glucides: 34g (dont sucres: 29g); Protéines: 12g; Sel: 0,25g.","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,£195.31 / kg,Available in whole UK
sardine-tin,Sardine Tin - Dark & Milk - 75% Dark & 45% Milk Chocolate,,"From their heavenly home, our birds have the most beautiful sea view, and are able to watch over one of our Easter must-haves. And yes, in the midst of all these feathers, our eight sardines with delicately faceted scales have taken the Manufacture's gourmet bait. In dark and milk chocolate, nicely lined up in their tin (or rather cardboard box) designed by Soins Graphiques, they're meant to be offered as gifts and to please every sweet tooth!",Easter chocolates,https://www.lechocolat-alainducasse.com/uk/sardine-tin,£16.67,110g,['https://www.lechocolat-alainducasse.com/uk/4140/sardine-tin.jpg'],This product is best eaten within 12 months of purchase,"Milk Sardine : cocoa beans, cocoa butter, sugar, milk powder, emulsifier: sunflower lecithin GMO-free, fleur de sel, vanilla beans. Cocoa: 45% minimum.// Dark Sardine : cocoa beans, sugar, cocoa butter, emulsifier: sunflower lecithin GMO-free, fleur de sel. Cocoa: 75% minimum",Milk Sardine - Nutritional values per 100g: 2284kJ/549kcal; Fat: 37g (incl. Saturated fats: 22g); Carbohydrates: 42g (incl. Saturated fats: 41g); Protein: 9.7g; Salt : 0.32g // Dark Sardine - Nutritional values per 100g: 2243kJ/541kcal; Fat: 41g (incl. Saturated fats: 25g); Carbohydrates: 28g (incl. Saturated fats: 24g); Protein: 8.6g; Salt: 0.07g,"All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,£145.45 / Kg,Available in whole UK
77-size-150g,Praliné Easter Treats - 75% Dark Chocolate,,"Now iconic, our chocolate miniatures are irresistible: with their sleek lines, our hens, eggs, bells, crabs and scallops make very elegant and charming treats, and above all, infinitely delightful, thanks to their delicious pralin ! Three recipes hide inside these lovely treats coated in Signature Blend 75% dark chocolate: almond pralin  for the eggs, hazelnut pralin  for the crabs, lobsters and scallops, and coconut pralin  for the bells. You start with one, then another, then ",Easter chocolates,https://www.lechocolat-alainducasse.com/uk/easter-treat-praline-dark#/77-size-150g,£17.50,from 150g,"['https://www.lechocolat-alainducasse.com/uk/4101/easter-treat-praline-dark.jpg', 'https://www.lechocolat-alainducasse.com/uk/4201/easter-treat-praline-dark.jpg']",At its most delicious within 6 weeks of purchase,"Cocoa beans, sugar, cocoa butter, emulsifier: non-GMO sunflower lecithin, vanilla pods, fleur de sel, almonds, shredded coconut, hazelnuts. Cocoa : 75% minimum","For 100g: Energy 2471kJ/596kcal ; Fat: 45g (incl. Saturated fats: 18g) ; Carbohydrates: 32g (incl. saturated fats: 31g) ; Protein: 12g ; Salt: 0,30g",,No,,Available in whole UK
77-size-150g,Easter Treats - 75% Dark Chocolate,,"Easter creations miniature version : Rabbit, Hen & Egg are molded in our signature shapes. The fineness of the moulding allows a deliciously melting texture when tasted. The dark chocolate used is the Signature Blend 75% manufactured by our artisanal roasters. Thanks to its special blend of four cocoa crus, it presents balanced and acidulous notes, with floral and vanilla aromas.Design by Pierre Tachon - Soins Graphiques",Easter chocolates,https://www.lechocolat-alainducasse.com/uk/dark-easter-treats-#/77-size-150g,£11.67,from 150g,"['https://www.lechocolat-alainducasse.com/uk/4111/dark-easter-treats-.jpg', 'https://www.lechocolat-alainducasse.com/uk/4110/dark-easter-treats-.jpg']",This product is best eaten within 12 months of purchase,"Cocoa beans (Cameroon), cane sugar, cocoa butter, emulsifier: sunflower lecithin, fleur de sel. 75% cocoa minimum. May contain traces of nuts, eggs, peanuts, milk, gluten, sesame and soy.","(per 100g): Energy value: 2263 kJ / 546 kcal; Fat: 41g (of which saturated fatty acids: 25g); Carbohydrates: 28g (of which sugars: 24g); Protein: 8,6g; Salt: 0,07g",,Yes,,Available in whole UK
the-milk-chocolate-chick,CHICK - 45% Milk Chocolate,,"With its refined, graphic lines, the smallest bird of our Easter Flight competes with the biggest through its unmatched charm. Made from Madagascar 45% milk chocolate, our chick is so cute we could just eat it up!",Easter chocolates,https://www.lechocolat-alainducasse.com/uk/the-milk-chocolate-chick,£5.00,25g,"['https://www.lechocolat-alainducasse.com/uk/4066/the-milk-chocolate-chick.jpg', 'https://www.lechocolat-alainducasse.com/uk/4067/the-milk-chocolate-chick.jpg']",At its most delicious within 6 weeks of purchase,"Sucre de canne, fèves de cacao (Madagascar), LAIT en poudre, beurre de cacao , fleur de sel, émulsifiants : lécithine de tournesol. Cacao : 45% Min.","(pour 100g): Valeur énergétique: 2368kJ/569kcal; Matières grasses: 38g (dont acides gras saturés: 23g); Glucides: 45g (dont sucres: 41g); Protéines: 9,9g; Sel: 0,28g.","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,£200.00 / kg,Available in whole UK
easter-french-hen-small-dark,The Easter French Hen - 75% Dark Chocolate,6 Praliné  Easter Treats,"The egg or the hen? We're not going to tell you which came first, because the most important thing is to be able to celebrate Easter with both of them! Our craftsmen were inspired by origami to create this Easter Hen with its pure, geometric lines, so characteristic of the Manufacture s style. And its little eggs are filled with our famous almond pralin  of course!",Easter chocolates,https://www.lechocolat-alainducasse.com/uk/easter-french-hen-small-dark,£19.17,160g,"['https://www.lechocolat-alainducasse.com/uk/4107/easter-french-hen-small-dark.jpg', 'https://www.lechocolat-alainducasse.com/uk/951/easter-french-hen-small-dark.jpg']",At its most delicious within 6 weeks of purchase,"Sugar, cocoa butter, cocoa beans, emulsifier: non-GMO sunflower lecithin, vanilla pods, fleur de sel, almonds, shredded coconut, hazelnuts.Bell (coconut praliné), egg (almonds praliné), shellfish (hazelnut praliné). Cocoa : 75% minimum","For 100g: Energy 2339kJ/564kcal ; Fat: 42g (incl. Saturated fats: 20g) ; Carbohydrates: 30g (incl. saturated fats: 27g) ; Protein: 11g ; Salt: 0,18g","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",Yes,£131.25 / Kg,City of London Area Only - This product is only available for courier delivery in London.
easter-french-hen-small-milk,Easter French Hen - 45% Milk Chocolate,6 Praliné  Easter Treats,"The egg or the hen? We're not going to tell you which came first, because the most important thing is to be able to celebrate Easter with both of them! Our craftsmen were inspired by origami to create this Easter Hen with its pure, geometric lines, so characteristic of the Manufacture s style. And its little eggs are filled with our famous almond pralin  of course!",Easter chocolates,https://www.lechocolat-alainducasse.com/uk/easter-french-hen-small-milk,£19.17,160g,['https://www.lechocolat-alainducasse.com/uk/4137/easter-french-hen-small-milk.jpg'],At its most delicious within 6 weeks of purchase,"Sugar, powdered milk, cocoa butter, cocoa beans, emulsifier: non-GMO sunflower lecithin, vanilla pods, fleur de sel, almonds, shredded coconut, hazelnuts.Bell (coconut praliné), egg (almonds praliné), shellfish (hazelnut praliné). Cocoa : 45% minimum","For 100g: Energy 2351kJ/565kcal ; Fat: 39g (incl. Saturated fats: 19g) ; Carbohydrates: 39g (incl. saturated fats: 38g) ; Protein: 12g ; Salt: 0,35g","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,£131.25 / Kg,City of London Area Only - This product is only available for courier delivery in London.
easter-bunny-dark,Easter Bunny - 75% Dark Chocolate,9 Praliné Easter Treats,"With its refined lines, our Easter Bunny is a true chocolate jewel. And at its heart, to make you jump for joy, you will find some almond pralin  eggs and coconut pralin  bells! In dark chocolate, it s just waiting to be added to your gourmet selection!",Easter chocolates,https://www.lechocolat-alainducasse.com/uk/easter-bunny-dark,£30.00,250g,['https://www.lechocolat-alainducasse.com/uk/4142/easter-bunny-dark.jpg'],At its most delicious within 6 weeks of purchase,"Cocoa beans, sugar, cocoa butter, emulsifier: non-GMO sunflower lecithin, sea salt, almonds, grated coconut. Cocoa: 75% minimumt","For 100g: Energy 2320kJ/560kcal ; Fat: 42g (incl. Saturated fats: 22g) ; Carbohydrates: 29g (incl. saturated fats: 26g) ; Protein: 10g ; Salt: 0,14g","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,£140.00 / Kg,City of London Area Only - This product is only available for courier delivery in London.
pepites-box-dark-16-pieces,Pépites Box - 16 pieces  - Dark - 16 pieces,Pépites Box,"This box contains 16 luscious ""p pites"" - small dark chocolate bites. Inside each of them: our famous ""old-style"" hazelnut pralin , a small dose of caramel and crunchy crushed hazelnuts. A treasure for praline lovers !",Pépites Box - 16 pieces  - Dark - 16 pieces,https://www.lechocolat-alainducasse.com/uk/pepites-box-dark-16-pieces,£22.50,150g,"['https://www.lechocolat-alainducasse.com/uk/3320/pepites-box-dark-16-pieces.jpg', 'https://www.lechocolat-alainducasse.com/uk/2267/pepites-box-dark-16-pieces.jpg', 'https://www.lechocolat-alainducasse.com/uk/2058/pepites-box-dark-16-pieces.jpg']",At its most delicious within 6 weeks of purchase,"HAZELNUTS, cocoa beans (Ecuador, Peru, Madagascar, Sao Tome), sugar cane, cocoa butter, fluid cream (MILK), glusose syrup, MILK powder, fleur de sel, emulsifier: sunflower lecithin, vanilla.","(for 100g): Energy 2428kJ/583kcal ; Fat: 45g (incl. Saturated fats: 17g) ; Carbohydrates: 31g (incl. saturated fats: 28g) ; Protein: 9,5g ; Salt: 0,32g","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,£150.00 / Kg,Available in whole UK
pepites-box-milk-16-pieces,Pépites Box - 16 pieces - Milk - 16 pieces,Pépites Box,"This box contains 16 luscious ""p pites"" - small milk chocolate bites. Inside each of them : our famous ""old-style"" hazelnut pralin , a small dose of caramel and crunchy crushed hazelnuts. A treasure for praline lovers !",Boxes,https://www.lechocolat-alainducasse.com/uk/pepites-box-milk-16-pieces,£22.50,150g,"['https://www.lechocolat-alainducasse.com/uk/3321/pepites-box-milk-16-pieces.jpg', 'https://www.lechocolat-alainducasse.com/uk/2268/pepites-box-milk-16-pieces.jpg', 'https://www.lechocolat-alainducasse.com/uk/2055/pepites-box-milk-16-pieces.jpg']",At its most delicious within 6 weeks of purchase,"Hazelnuts (31.73%), cane sugar, cocoa butter, cocoa beans (Madagascar), milk (France), fluid cream (France), glucose syrup, Guérande fleur de sel, sunflower lecithin, vanilla. Cacao 45% minimum. Allergens: Hazelnut, milk.",Per 100g: Energy : 2428kJ/583kcal; Fat: 45g (incl. Saturated fats: 17g); Carbohydrates: 31g (incl. sugars: 28g); Protein: 9.5g; Salt: 0.32g.,"All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,"173,33 / Kg",Available in whole UK
square-chocolate-bites-box-30-pieces,Square Bites Box - 30 pieces - 30 pieces,,"The square bites box invites you to discover 3 of our origins: Ecuador 85%, Vietnam 75% and Milk Peru 45%. The small squares decorated with our signature beveled shapes will take you on an exploratory voyage through the flavors and finesse of our terroirs. To enjoy on their own, accompanied by a coffee, or discover in a blind test with connoisseurs.",Boxes,https://www.lechocolat-alainducasse.com/uk/square-chocolate-bites-box-30-pieces,£16.67,150g,['https://www.lechocolat-alainducasse.com/uk/3348/square-chocolate-bites-box-30-pieces.jpg'],This product is best eaten within 12 months of purchase,"Cocoa beans, cocoa butter, sugar, emulsifier: non-GMO sunflower lecithin, sea salt, powdered milk, vanilla pods. dark chocolat:75% minimum, milk chocolat:45% minimum","For 100g: Energy 2326kJ/561kcal ; Fat: 42g (incl. Saturated fats: 25g) ; Carbohydrates: 30g (incl. saturated fats: 26g) ; Protein: 9,3g ; Salt: 0,14","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,"113,33 / Kg",Available in whole UK
coffret-carres-degustation-50-pieces,Square Bites Box - 50 pieces - 50 pieces,,"The square bites box invites you to discover 5 origins. The small squares decorated with our signature beveled shapes will take you on an exploratory voyage through the flavors of our terroirs. To enjoy on their own with coffee, or to discover as a blind test with friends.Discover these square bites : Ecuador 85%, Mexico Porcelana 75%, Trinidad & Tobago 75%, Milk Madagascar 55%, Milk Peru 45%.",Bars,https://www.lechocolat-alainducasse.com/uk/coffret-carres-degustation-50-pieces,£25.00,250g,['https://www.lechocolat-alainducasse.com/uk/3349/coffret-carres-degustation-50-pieces.jpg'],This product is best eaten within 12 months of purchase,"Cocoa beans, cocoa butter, sugar, emulsifier: non-GMO sunflower lecithin, sea salt, powdered milk, vanilla pods. dark chocolat:75% minimum, milk chocolat:45% minimum","For 100g : Fat: 41g (incl. Saturated fats: 25g) ; Carbohydrates: 31g (incl. saturated fats: 27g) ; Protein: 9,1g ; Salt: 0,14","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,£112.00 / Kg,Available in whole UK
